房屋类型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,是否配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,是否满两年,产权所属(是否共有),抵押信息,房本备件,小区名,首付,税费,挂牌价,单价,url
3室2厅1厨1卫,中楼层(共18层),104.2,平层,81.64,板楼,南,钢混结构,其他,两梯三户,False,70,2018-06-27,商品房,2015-07-06,普通住宅,True,True,暂无数据,已上传房本照片,百步华庭,62,13.8,205,19674,https://wh.lianjia.com/ershoufang/104101066774.html
2室2厅1厨1卫,低楼层(共18层),85.23,平层,70.37,板楼,南,钢混结构,其他,一梯四户,False,70,2018-07-30,经济适用房,2010-09-07,普通住宅,True,False,暂无数据,已上传房本照片,景兰苑,45,13.8,150,17600,https://wh.lianjia.com/ershoufang/104101156944.html
3室2厅1厨2卫,高楼层(共7层),121.19,平层,板楼,南,混合结构,精装,一梯四户,False,70,2018-03-15,经济适用房,2003-09-17,普通住宅,True,False,暂无数据,已上传房本照片,温馨苑CD区,60,13.8,200,16504,https://wh.lianjia.com/ershoufang/104100862024.html
3室2厅1厨1卫,高楼层(共7层),113.92,平层,板楼,南北,混合结构,简装,一梯两户,False,70,2018-06-25,经济适用房,2003-02-28,普通住宅,True,False,无抵押,已上传房本照片,温馨苑CD区,54,13.8,180,15801,https://wh.lianjia.com/ershoufang/104101063288.html
3室1厅1厨1卫,高楼层(共34层),108.7,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,False,70,2018-06-26,商品房,暂无数据,普通住宅,True,True,暂无数据,未上传房本照片,海赋江城天韵,72,13.8,238,21896,https://wh.lianjia.com/ershoufang/104101065339.html
3室2厅1厨1卫,中楼层(共32层),101,平层,暂无数据,南北,未知结构,其他,一梯六户,False,70,2018-08-11,拆迁还建房,暂无数据,普通住宅,True,True,暂无数据,未上传房本照片,福星惠誉榜YOUNG,57,13.8,190,18812,https://wh.lianjia.com/ershoufang/104101191979.html
2室2厅1厨1卫,高楼层(共32层),82.93,平层,62.44,板楼,南,钢混结构,其他,两梯四户,False,70,2018-08-26,商品房,2014-10-27,普通住宅,True,False,暂无数据,已上传房本照片,万锦江城,57,13.8,190,22911,https://wh.lianjia.com/ershoufang/104101237330.html
2室2厅1厨1卫,中楼层(共7层),81.43,平层,板楼,南北,钢混结构,其他,一梯两户,False,70,2017-10-29,商品房,2015-09-22,普通住宅,True,True,暂无数据,已上传房本照片,温馨苑CD区,44,13.8,145,17807,https://wh.lianjia.com/ershoufang/104100673223.html
2室1厅1厨1卫,高楼层(共18层),79.3,平层,塔楼,南,钢混结构,其他,一梯四户,False,70,2017-12-15,经济适用房,2010-08-10,普通住宅,True,False,暂无数据,已上传房本照片,悦秀苑,44,13.8,145,18285,https://wh.lianjia.com/ershoufang/104100747655.html
3室2厅1厨3卫,中楼层(共18层),178.96,暂无数据,146.06,板楼,东南北,钢混结构,其他,两梯两户,False,70,2018-01-24,商品房,2012-10-29,普通住宅,True,False,无抵押,已上传房本照片,现代城二区,138,13.8,460,25705,https://wh.lianjia.com/ershoufang/104100800686.html
6室2厅1厨2卫,高楼层(共4层),219.3,跃层,198.65,板楼,南北,钢混结构,其他,一梯两户,False,70,2018-04-04,私产,2007-07-30,普通住宅,True,False,暂无数据,已上传房本照片,怡和苑南区,108,13.8,360,16416,https://wh.lianjia.com/ershoufang/104100901341.html
5室2厅1厨3卫,高楼层(共6层),218.92,复式,197.59,板楼,南,混合结构,精装,一梯两户,False,70,2018-04-16,商品房,2016-10-28,普通住宅,False,True,无抵押,已上传房本照片,百合苑,93,13.8,310,14161,https://wh.lianjia.com/ershoufang/104100925930.html
2室2厅1厨1卫,中楼层(共6层),98.85,错层,88.94,板楼,南北,钢混结构,其他,一梯两户,False,70,2018-03-20,私产,2005-12-29,普通住宅,True,False,暂无数据,已上传房本照片,秀泽园北区,50,13.8,165,16692,https://wh.lianjia.com/ershoufang/104100871214.html
2室2厅1厨1卫,高楼层(共7层),77.74,平层,板楼,南,混合结构,其他,一梯两户,False,70,2018-04-22,私产,2007-09-07,普通住宅,True,False,暂无数据,已上传房本照片,温馨苑AB区,40,13.8,132,16980,https://wh.lianjia.com/ershoufang/104100936952.html
3室2厅1厨1卫,低楼层(共32层),89.15,平层,66.71,板塔结合,南,钢混结构,其他,两梯四户,False,70,2018-06-26,商品房,2018-08-24,普通住宅,False,False,暂无数据,已上传房本照片,现代城四区,63,13.8,208,23332,https://wh.lianjia.com/ershoufang/104101064529.html
2室1厅1厨1卫,高楼层(共32层),82.04,平层,板楼,南,钢混结构,其他,两梯四户,False,70,2018-08-17,商品房,2015-02-04,普通住宅,True,False,暂无数据,已上传房本照片,万锦江城,56,13.8,186,22672,https://wh.lianjia.com/ershoufang/104101208337.html
3室1厅1厨1卫,高楼层(共38层),101.47,平层,暂无数据,南,未知结构,其他,一梯四户,False,70,2018-09-05,商品房,暂无数据,普通住宅,True,True,暂无数据,未上传房本照片,福星惠誉榜YOUNG,59,13.8,195,19218,https://wh.lianjia.com/ershoufang/104101277590.html
1室1厅1厨1卫,高楼层(共28层),61.51,平层,48.5,板楼,南,钢混结构,其他,两梯六户,False,70,2018-03-02,商品房,2017-09-14,普通住宅,False,False,暂无数据,已上传房本照片,百步亭花园世博园,42,13.8,138,22436,https://wh.lianjia.com/ershoufang/104100834886.html
3室2厅1厨1卫,高楼层(共11层),94,平层,90,板楼,南北,钢混结构,其他,一梯三户,False,70,2018-03-14,商品房,2015-12-12,普通住宅,True,True,暂无数据,已上传房本照片,现代城一区,65,13.8,215,22873,https://wh.lianjia.com/ershoufang/104100858920.html
3室2厅1厨1卫,低楼层(共32层),93.8,平层,71.88,板楼,南,钢混结构,其他,两梯四户,False,70,2018-07-09,商品房,2016-05-06,普通住宅,True,False,暂无数据,已上传房本照片,银泰御华园一期,65,13.8,215,22922,https://wh.lianjia.com/ershoufang/104101099133.html
4室2厅1厨2卫,低楼层(共33层),130.48,平层,99.15,塔楼,南北,钢混结构,其他,两梯四户,False,70,2018-08-12,商品房,2016-02-25,普通住宅,True,False,暂无数据,已上传房本照片,幸福时代三期,93,13.8,310,23759,https://wh.lianjia.com/ershoufang/104101194712.html
2室2厅1厨2卫,低楼层(共7层),107.08,平层,96.07,板楼,南北,混合结构,其他,一梯两户,False,70,2017-12-28,私产,2004-10-20,普通住宅,True,False,暂无数据,已上传房本照片,安居苑A区,50,13.8,165,15410,https://wh.lianjia.com/ershoufang/104100765796.html
2室1厅1厨1卫,低楼层(共18层),87.3,平层,塔楼,南,钢混结构,其他,一梯四户,False,70,2018-05-17,经济适用房,2010-09-20,普通住宅,True,False,暂无数据,已上传房本照片,悦秀苑,48,13.8,158,18099,https://wh.lianjia.com/ershoufang/104100986642.html
2室2厅1厨1卫,高楼层(共6层),87.71,平层,77.31,板楼,南,钢混结构,其他,一梯两户,False,70,2018-05-25,私产,2005-09-20,普通住宅,True,False,暂无数据,已上传房本照片,秀泽园南区,46,13.8,152,17330,https://wh.lianjia.com/ershoufang/104101001668.html
3室2厅1厨1卫,低楼层(共32层),96.04,平层,80,板楼,南北,钢混结构,精装,两梯四户,False,70,2018-06-30,商品房,2015-07-31,普通住宅,True,True,有抵押25万元业主自还,已上传房本照片,万锦江城,72,13.8,240,24990,https://wh.lianjia.com/ershoufang/104101075360.html
3室2厅1厨1卫,高楼层(共34层),85.29,平层,65.61,板楼,南,钢混结构,其他,两梯五户,False,70,2018-07-15,商品房,2018-03-21,普通住宅,False,True,暂无数据,已上传房本照片,名流世家,52,13.8,172,20167,https://wh.lianjia.com/ershoufang/104101113141.html
5室2厅1厨2卫,高楼层(共11层),173.93,跃层,150.31,板楼,南北,钢混结构,其他,一梯两户,False,70,2018-04-02,商品房,2016-11-24,普通住宅,False,True,暂无数据,已上传房本照片,怡康苑南区,101,13.8,335,19261,https://wh.lianjia.com/ershoufang/104100897619.html
4室2厅1厨2卫,低楼层(共11层),194.46,跃层,板楼,南北,钢混结构,其他,一梯两户,False,70,2018-03-05,商品房,2010-11-05,普通住宅,True,False,暂无数据,已上传房本照片,怡康苑南区,114,13.8,380,19542,https://wh.lianjia.com/ershoufang/104100842584.html
4室2厅1厨2卫,低楼层(共6层),143.65,错层,130.49,板楼,南,钢混结构,其他,一梯两户,False,70,2018-07-23,私产,2007-03-30,普通住宅,True,False,暂无数据,已上传房本照片,怡和苑南区,74,13.8,245,17056,https://wh.lianjia.com/ershoufang/104101133508.html
2室1厅1厨1卫,高楼层(共32层),66.82,平层,板楼,南,钢混结构,其他,三梯六户,False,70,2018-01-15,商品房,暂无数据,普通住宅,True,False,暂无数据,未上传房本照片,银泰御华园三期,47,13.8,156,23347,https://wh.lianjia.com/ershoufang/104100790037.html
3室2厅1厨2卫,高楼层(共7层),121.19,平层,板楼,南北,混合结构,其他,一梯四户,False,70,2018-05-23,经济适用房,2002-02-01,普通住宅,True,False,暂无数据,已上传房本照片,温馨苑CD区,60,13.8,200,16504,https://wh.lianjia.com/ershoufang/104100998119.html
2室2厅1厨1卫,中楼层(共6层),86.88,错层,77.7,板楼,南北,钢混结构,其他,一梯两户,False,70,2018-06-10,私产,2008-08-28,普通住宅,True,False,暂无数据,已上传房本照片,秀泽园北区,50,13.8,165,18992,https://wh.lianjia.com/ershoufang/104101034543.html
2室1厅1厨1卫,高楼层(共7层),74.38,平层,板楼,南,混合结构,其他,一梯两户,False,70,2018-08-01,经济适用房,2002-03-26,普通住宅,True,False,暂无数据,已上传房本照片,温馨苑CD区,42,13.8,140,18823,https://wh.lianjia.com/ershoufang/104101163063.html
2室2厅1厨1卫,中楼层(共6层),94.28,平层,82.66,板楼,南北,钢混结构,其他,一梯两户,False,70,2018-08-03,商品房,2013-09-02,普通住宅,True,False,暂无数据,已上传房本照片,怡和苑南区,53,13.8,175,18562,https://wh.lianjia.com/ershoufang/104101170500.html
2室2厅1厨1卫,高楼层(共32层),84,平层,板楼,南,钢混结构,其他,两梯四户,False,70,2018-08-19,商品房,暂无数据,普通住宅,True,True,暂无数据,未上传房本照片,幸福时代,56,13.8,185,22024,https://wh.lianjia.com/ershoufang/104101215641.html
3室2厅1厨2卫,低楼层(共6层),137.33,暂无数据,板楼,南北,钢混结构,其他,一梯两户,False,70,2017-09-12,商品房,暂无数据,普通住宅,True,True,暂无数据,未上传房本照片,怡康苑南区,75,13.8,248,18059,https://wh.lianjia.com/ershoufang/104100598211.html
3室2厅1厨2卫,中楼层(共32层),134.93,平层,103.11,板楼,南北,钢混结构,其他,两梯四户,False,70,2018-01-09,商品房,2018-01-19,普通住宅,False,True,暂无数据,已上传房本照片,银泰御华园三期,90,13.8,300,22234,https://wh.lianjia.com/ershoufang/104100781383.html
3室1厅1厨2卫,高楼层(共32层),118.16,平层,96,板塔结合,南北,钢混结构,毛坯,一梯两户,False,70,2018-02-01,商品房,2017-09-11,普通住宅,False,True,暂无数据,已上传房本照片,城开二七城市广场,63,13.8,208,17604,https://wh.lianjia.com/ershoufang/104100809927.html
2室1厅1厨1卫,中楼层(共34层),84.9,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,False,70,2018-03-07,商品房,暂无数据,普通住宅,True,True,暂无数据,未上传房本照片,海赋江城天韵,57,13.8,190,22380,https://wh.lianjia.com/ershoufang/104100845883.html
3室2厅1厨1卫,高楼层(共18层),93.91,平层,77.17,板楼,南,钢混结构,其他,两梯四户,False,70,2018-05-22,商品房,2016-11-02,普通住宅,False,True,暂无数据,已上传房本照片,现代城三区,68,13.8,225,23960,https://wh.lianjia.com/ershoufang/104100996635.html
3室2厅1厨1卫,中楼层(共34层),106.31,平层,81.31,板塔结合,南北,钢混结构,其他,两梯四户,False,70,2018-06-09,商品房,2016-12-23,普通住宅,False,False,暂无数据,已上传房本照片,海赋江城天韵,77,13.8,255,23987,https://wh.lianjia.com/ershoufang/104101031837.html
4室2厅1厨2卫,低楼层(共4层),172.32,平层,板楼,南北,钢混结构,其他,一梯两户,False,70,2018-07-07,商品房,暂无数据,普通住宅,True,True,暂无数据,未上传房本照片,怡康苑北区,98,13.8,325,18861,https://wh.lianjia.com/ershoufang/104101093612.html
3室2厅1厨2卫,高楼层(共32层),108.61,平层,83.13,板楼,南,钢混结构,其他,两梯四户,False,70,2018-07-16,商品房,2017-09-04,普通住宅,False,False,暂无数据,已上传房本照片,幸福时代,69,13.8,230,21177,https://wh.lianjia.com/ershoufang/104101115233.html
5室3厅1厨3卫,高楼层(共6层),200.07,跃层,板楼,南,钢混结构,其他,一梯两户,False,70,2018-07-19,商品房,暂无数据,普通住宅,True,True,暂无数据,未上传房本照片,怡康苑北区,78,13.8,260,12996,https://wh.lianjia.com/ershoufang/104101124487.html
